"tipo_transp";"viajeros_tasas";"periodo";"total"
"Ferrocarril: Larga distancia";"Variación anual";"2020M02";5,6
"Ferrocarril: Larga distancia";"Variación anual";"2020M01";4,8
"Ferrocarril: Larga distancia";"Variación anual";"2019M12";4,6
"Ferrocarril: Larga distancia";"Variación anual";"2019M11";0,5
"Ferrocarril: Larga distancia";"Variación anual";"2019M10";0,8
"Ferrocarril: Larga distancia";"Variación anual";"2019M09";4,3
"Ferrocarril: Larga distancia";"Variación anual";"2019M08";5,6
"Ferrocarril: Larga distancia";"Variación anual";"2019M07";2,8
"Ferrocarril: Larga distancia";"Variación anual";"2019M06";3,6
"Ferrocarril: Larga distancia";"Variación anual";"2019M05";1,8
"Ferrocarril: Larga distancia";"Variación anual";"2019M04";4
"Ferrocarril: Larga distancia";"Variación anual";"2019M03";2,9
"Ferrocarril: Larga distancia";"Variación anual";"2019M02";-0,1
"Ferrocarril: Larga distancia";"Variación anual";"2019M01";1
"Ferrocarril: Larga distancia";"Variación anual";"2018M12";3,7
"Ferrocarril: Larga distancia";"Variación anual";"2018M11";8,5
"Ferrocarril: Larga distancia";"Variación anual";"2018M10";6,2
"Ferrocarril: Larga distancia";"Variación anual";"2018M09";3,6
"Ferrocarril: Larga distancia";"Variación anual";"2018M08";3
"Ferrocarril: Larga distancia";"Variación anual";"2018M07";3,6
"Ferrocarril: Larga distancia";"Variación anual";"2018M06";1,9
"Ferrocarril: Larga distancia";"Variación anual";"2018M05";2,8
"Ferrocarril: Larga distancia";"Variación anual";"2018M04";1,5
"Ferrocarril: Larga distancia";"Variación anual";"2018M03";4,3
"Ferrocarril: Larga distancia";"Variación anual";"2018M02";6,2
"Ferrocarril: Larga distancia";"Variación anual";"2018M01";4,6
"Ferrocarril: Larga distancia";"Variación anual";"2017M12";-1,1
"Ferrocarril: Larga distancia";"Variación anual";"2017M11";-1,7
"Ferrocarril: Larga distancia";"Variación anual";"2017M10";1,9
"Ferrocarril: Larga distancia";"Variación anual";"2017M09";1,2
"Ferrocarril: Larga distancia";"Variación anual";"2017M08";0,6
"Ferrocarril: Larga distancia";"Variación anual";"2017M07";0,8
"Ferrocarril: Larga distancia";"Variación anual";"2017M06";5,3
"Ferrocarril: Larga distancia";"Variación anual";"2017M05";1,4
"Ferrocarril: Larga distancia";"Variación anual";"2017M04";8,5
"Ferrocarril: Larga distancia";"Variación anual";"2017M03";-0,3
"Ferrocarril: Larga distancia";"Variación anual";"2017M02";-2,5
"Ferrocarril: Larga distancia";"Variación anual";"2017M01";4,8
"Ferrocarril: Larga distancia";"Variación anual";"2016M12";-5,6
"Ferrocarril: Larga distancia";"Variación anual";"2016M11";5,5
"Ferrocarril: Larga distancia";"Variación anual";"2016M10";3
"Ferrocarril: Larga distancia";"Variación anual";"2016M09";9,3
"Ferrocarril: Larga distancia";"Variación anual";"2016M08";2,1
"Ferrocarril: Larga distancia";"Variación anual";"2016M07";4,6
"Ferrocarril: Larga distancia";"Variación anual";"2016M06";2,4
"Ferrocarril: Larga distancia";"Variación anual";"2016M05";5,5
"Ferrocarril: Larga distancia";"Variación anual";"2016M04";-3,4
"Ferrocarril: Larga distancia";"Variación anual";"2016M03";4,9
"Ferrocarril: Larga distancia";"Variación anual";"2016M02";9,8
"Ferrocarril: Larga distancia";"Variación anual";"2016M01";3,1
"Ferrocarril: Larga distancia";"Variación anual";"2015M12";-7,4
